Codigo;Descricao;Descricao_B;CEP;UF;SITUACAO;TIPO_LOCALIDADE;LOC_NU_SEQUENCIAL_SUB
5854;Bocaiúva do Sul;Bocaiúva do Sul;83450000;PR;0;M;0
5855;Bom Jardim do Sul;Bom Jardim do Sul (Ivaí);84465000;PR;0;D;6194
5856;Bom Jesus do Sul;Bom Jesus do Sul;85708000;PR;0;M;0
5857;Bom Progresso;Bom Progresso (Sabáudia);86728000;PR;0;D;6560
5858;Bom Retiro;Bom Retiro (Cascavel);85823700;PR;0;P;5941
5859;Bom Retiro;Bom Retiro (Guarapuava);85122000;PR;0;P;6131
5860;Bom Retiro;Bom Retiro (Pato Branco);85514250;PR;0;P;6427
5861;Bom Retiro;Bom Retiro (Pinhão);85175000;PR;0;D;6454
5862;Bom Sucesso;Bom Sucesso;86940000;PR;0;M;0
5863;Bom Sucesso;Bom Sucesso (Guarapuava);85139900;PR;0;P;6131
5864;Bom Sucesso do Sul;Bom Sucesso do Sul;85515000;PR;0;M;0
5865;Borda do Campo;Borda do Campo (Quatro Barras);83425000;PR;0;D;6501
5867;Borman;Borman (Guaraniaçu);85405000;PR;0;D;6130
5868;Borrazópolis;Borrazópolis;86925000;PR;0;M;0
5869;Botuquara;Botuquara (Ponta Grossa);84126600;PR;0;P;6471
5870;Bourbonia;Bourbonia (Barbosa Ferraz);86963000;PR;0;D;5809
5871;Braganey;Braganey;85430000;PR;0;M;0
5872;Bragantina;Bragantina (Assis Chateaubriand);85937000;PR;0;D;5797
5873;Brasilândia do Sul;Brasilândia do Sul;87595000;PR;0;M;0
5874;Bugre;Bugre (Balsa Nova);83660000;PR;0;D;5804
5875;Bulcão;Bulcão (Castro);84193800;PR;0;P;5942
5876;Cabrito;Cabrito (Paranavaí);87729800;PR;0;P;6420
5877;Cacatu;Cacatu (Antonina);83375000;PR;0;D;5774
5878;Cachoeira;Cachoeira (Cascavel);85823750;PR;0;P;5941
5879;Cachoeira de Cima;Cachoeira de Cima (Antonina);83380000;PR;0;D;5774
5880;Cachoeira de São José;Cachoeira de São José (São José dos Pinhais);83181000;PR;0;D;6656
5881;Cachoeira do Espírito Santo;Cachoeira do Espírito Santo (Ribeirão Claro);86415000;PR;0;D;6523
5882;Cachoeirinha;Cachoeirinha (Guarapuava);85139300;PR;0;P;6131
5883;Cachoeirinha;Cachoeirinha (Pato Branco);85514500;PR;0;P;6427
5884;Cadeadinho;Cadeadinho (Irati);84518000;PR;0;D;6178
5885;Caetano Mendes;Caetano Mendes (Tibagi);84315000;PR;0;D;6762
5886;Cafeara;Cafeara;86640000;PR;0;M;0
5887;Cafeeiros;Cafeeiros (Cruzeiro do Oeste);87405000;PR;0;D;6011
5888;Cafelândia;Cafelândia;85415000;PR;0;M;0
5889;Cafezal do Sul;Cafezal do Sul;87565000;PR;0;M;0
5890;Caitá;Caitá (São Mateus do Sul);83920000;PR;0;D;6674
5892;Califórnia;Califórnia;86820000;PR;0;M;0
5893;Calógeras;Calógeras (Arapoti);84995000;PR;0;D;5784
5894;Cambará;Cambará;86390000;PR;0;M;0
5895;Cambé;Cambé;;PR;1;M;0
5896;Cambiju;Cambiju (Ponta Grossa);84127700;PR;0;P;6471
5897;Cambira;Cambira;86890000;PR;0;M;0
5898;Campestrinho;Campestrinho (Araucária);83729900;PR;0;P;5789
5899;Campina;Campina (Campo Largo);83649350;PR;0;P;5911
5900;Campina;Campina (Guarapuava);85107000;PR;0;P;6131
5901;Campina;Campina (São José dos Pinhais);83159000;PR;0;P;6656
5902;Campina da Lagoa;Campina da Lagoa;87345000;PR;0;M;0
5903;Campina do Miranguava;Campina do Miranguava (São José dos Pinhais);83154000;PR;0;P;6656
5904;Campina do Simão;Campina do Simão;85148000;PR;0;M;0
5905;Campina dos Furtados;Campina dos Furtados (São José dos Pinhais);83161000;PR;0;P;6656
5906;Campina Grande do Sul;Campina Grande do Sul;83430000;PR;0;M;0
5907;Campinas;Campinas (Campo Largo);83649900;PR;0;P;5911
5908;Campo Bonito;Campo Bonito;85450000;PR;0;M;0
5909;Campo do Meio;Campo do Meio (Ponta Grossa);84128400;PR;0;P;6471
5910;Campo do Tenente;Campo do Tenente;83870000;PR;0;M;0
5911;Campo Largo;Campo Largo;;PR;1;M;0
5912;Campo Largo da Roseira;Campo Largo da Roseira (São José dos Pinhais);83183000;PR;0;D;6656
5913;Campo Magro;Campo Magro;83535000;PR;0;M;0
5914;Campo Mourão;Campo Mourão;;PR;1;M;0
5915;Cândido de Abreu;Cândido de Abreu;84470000;PR;0;M;0
5916;Candói;Candói;85140000;PR;0;M;0
5917;Canela;Canela (Renascença);85612000;PR;0;D;6517
5918;Cantagalo;Cantagalo;85160000;PR;0;M;0
5919;Canzianópolis;Canzianópolis (Pranchita);85735000;PR;0;D;6491
5920;Capanema;Capanema;85760000;PR;0;M;0
5921;Capão Alto;Capão Alto (Castro);84196000;PR;0;P;5942
5922;Capão Alto;Capão Alto (Guarapuava);85138800;PR;0;P;6131
5923;Capão Bonito;Capão Bonito (Guarapuava);85138500;PR;0;P;6131
5924;Capão da Lagoa;Capão da Lagoa (Guarapuava);85120000;PR;0;P;6131
5925;Capão Grande;Capão Grande (Ponta Grossa);84127500;PR;0;P;6471
5926;Capão Rico;Capão Rico (Guarapuava);85121000;PR;0;P;6131
5927;Capitão Leônidas Marques;Capitão Leônidas Marques;85790000;PR;0;M;0
5928;Capivara;Capivara (Almirante Tamandaré);83534000;PR;0;P;5746
5929;Capoeirinha;Capoeirinha (Castro);84199400;PR;0;P;5942
5930;Cara Pintado;Cara Pintado (Guarapuava);85106000;PR;0;P;6131
5931;Cará-Cará;Cará-Cará (Ponta Grossa);84126900;PR;0;P;6471
5932;Carajá;Carajá (Jesuítas);85837000;PR;0;D;6228
5933;Carambeí;Carambeí;84145000;PR;0;M;0
5934;Caramuru;Caramuru (Cambé);86199600;PR;0;P;5895
5935;Caratuva;Caratuva (Arapoti);84998000;PR;0;D;5784
5936;Carazinho;Carazinho (Ponta Grossa);84127200;PR;0;P;6471
5937;Carbonera;Carbonera (Maria Helena);87483000;PR;0;D;6299
5938;Carlópolis;Carlópolis;86420000;PR;0;M;0
5939;Casa Nova;Casa Nova (Castro);84194400;PR;0;P;5942
5940;Cascatinha;Cascatinha (Cambé);86199400;PR;0;P;5895
5941;Cascavel;Cascavel;;PR;1;M;0
5942;Castro;Castro;;PR;1;M;0
5943;Catanduvas;Catanduvas;85470000;PR;0;M;0
5944;Catanduvas;Catanduvas (Castro);84199800;PR;0;P;5942
5945;Catanduvas do Sul;Catanduvas do Sul (Contenda);83740000;PR;0;D;5993
5946;Catarinenses;Catarinenses (Paranavaí);87724000;PR;0;D;6420
5947;Caxambu;Caxambu (Castro);84194300;PR;0;P;5942
5948;Centenário;Centenário (Ponta Grossa);84126200;PR;0;P;6471
5949;Centenário do Sul;Centenário do Sul;86630000;PR;0;M;0
5950;Central Lupion;Central Lupion (Cascavel);85823600;PR;0;P;5941
5951;Centralito;Centralito (Cascavel);85823500;PR;0;P;5941
5952;Centro Novo;Centro Novo (Planalto);85754000;PR;0;D;6466
5953;Cerne;Cerne (Campo Largo);83649450;PR;0;P;5911
5954;Cerrado Grande;Cerrado Grande (Ponta Grossa);84126400;PR;0;P;6471
5955;Cerro Azul;Cerro Azul;83570000;PR;0;M;0
5956;Cerro Velho;Cerro Velho (Ponta Grossa);84127300;PR;0;P;6471
5957;Céu Azul;Céu Azul;85840000;PR;0;M;0
5958;Chopinzinho;Chopinzinho;85560000;PR;0;M;0
5959;Cianorte;Cianorte;87200000;PR;0;M;0
5960;Cidade Gaúcha;Cidade Gaúcha;87820000;PR;0;M;0
5961;Cintra Pimentel;Cintra Pimentel (Nova Londrina);87975000;PR;0;D;6368
5962;Clevelândia;Clevelândia;85530000;PR;0;M;0
5963;Coitinho;Coitinho (Guarapuava);85137500;PR;0;P;6131
5964;Colombo;Colombo;;PR;1;M;0
5965;Colônia Acioli;Colônia Acioli (São José dos Pinhais);83151000;PR;0;P;6656
5966;Colônia Castelhanos;Colônia Castelhanos (São José dos Pinhais);83165000;PR;0;P;6656
5967;Colônia Castrolânda;Colônia Castrolânda (Castro);84196200;PR;0;P;5942
5968;Colônia Centenário;Colônia Centenário (Cascavel);85822550;PR;0;P;5941
5969;Colônia Cristina;Colônia Cristina (Araucária);83729000;PR;0;P;5789
5970;Colônia Dom Carlos;Colônia Dom Carlos (Pato Branco);85514100;PR;0;P;6427
5971;Colônia Esperança;Colônia Esperança (Cascavel);85822900;PR;0;P;5941
5972;Colônia General Carneiro;Colônia General Carneiro (General Carneiro);84662000;PR;0;D;6104
5973;Colônia Iapó;Colônia Iapó (Castro);84193500;PR;0;P;5942
5974;Colônia Melissa;Colônia Melissa (Cascavel);85822650;PR;0;P;5941
5975;Colônia Murici;Colônia Murici (São José dos Pinhais);83185000;PR;0;D;6656
5976;Colônia Padre Paulo;Colônia Padre Paulo (Agudos do Sul);83855000;PR;0;D;5743
5977;Colônia Pereira;Colônia Pereira (Paranaguá);83251850;PR;0;P;6418
5978;Colônia Santos Andrade;Colônia Santos Andrade (São José dos Pinhais);83162000;PR;0;P;6656
5979;Colônia São José;Colônia São José (Cascavel);85823650;PR;0;P;5941
5980;Colônia Sapucaí;Colônia Sapucaí (Cascavel);85822750;PR;0;P;5941
5981;Colônia Saúde;Colônia Saúde (Londrina);86118000;PR;0;P;6268
5982;Colônia Tapera;Colônia Tapera (Ponta Grossa);84127100;PR;0;P;6471
5983;Colorado;Colorado;86690000;PR;0;M;0
5984;Comur;Comur (Planaltina do Paraná);87870000;PR;0;D;6465
5986;Conceição;Conceição (Castro);84196500;PR;0;P;5942
5987;Conchas Velhas;Conchas Velhas (Ponta Grossa);84126000;PR;0;P;6471
5988;Conciolândia;Conciolândia (Pérola d'Oeste);85743000;PR;0;D;6440
5989;Congonhas;Congonhas (Cornélio Procópio);86305000;PR;0;D;5996
5990;Congonhinhas;Congonhinhas;86320000;PR;0;M;0
5991;Conselheiro Mairinck;Conselheiro Mairinck;86480000;PR;0;M;0
5992;Conselheiro Zacarias;Conselheiro Zacarias (Santo Antônio da Platina);86440000;PR;0;D;6604
5993;Contenda;Contenda;83730000;PR;0;M;0
5994;Copacabana do Norte;Copacabana do Norte (São Jorge do Ivaí);87195000;PR;0;D;6647
5995;Corbélia;Corbélia;85420000;PR;0;M;0
5996;Cornélio Procópio;Cornélio Procópio;86300000;PR;0;M;0
5997;Coronel Domingos Soares;Coronel Domingos Soares;85557000;PR;0;M;0
5998;Coronel Firmino Martins;Coronel Firmino Martins (Clevelândia);85536000;PR;0;D;5962
5999;Coronel Vivida;Coronel Vivida;85550000;PR;0;M;0
6000;Correia de Freitas;Correia de Freitas (Apucarana);86816000;PR;0;D;5780
6001;Corumbataí do Sul;Corumbataí do Sul;86970000;PR;0;M;0
6002;Corvo;Corvo (Guarapuava);85111000;PR;0;P;6131
6003;Costeira;Costeira (Araucária);83729700;PR;0;P;5789
6004;Covó;Covó (Mangueirinha);85545000;PR;0;D;6288
6005;Coxilha Rica;Coxilha Rica (Itapejara d'Oeste);85582000;PR;0;D;6189
6006;Cristo Rei;Cristo Rei (Capanema);85763000;PR;0;D;5920
6007;Cristo Rei;Cristo Rei (Paranavaí);87728000;PR;0;D;6420
6008;Cruz Machado;Cruz Machado;84620000;PR;0;M;0
6009;Cruzeiro do Iguaçu;Cruzeiro do Iguaçu;85598000;PR;0;M;0
6010;Cruzeiro do Norte;Cruzeiro do Norte (Uraí);86285000;PR;0;D;6799
6011;Cruzeiro do Oeste;Cruzeiro do Oeste;87400000;PR;0;M;0
6012;Cruzeiro do Sul;Cruzeiro do Sul;87650000;PR;0;M;0
6013;Cruzmaltina;Cruzmaltina;86855000;PR;0;M;0
6014;Cunhaporanga;Cunhaporanga (Castro);84193900;PR;0;P;5942
6015;Curitiba;Curitiba;;PR;1;M;0
6016;Curiúva;Curiúva;84280000;PR;0;M;0
6017;Curucaca;Curucaca (Guarapuava);85138200;PR;0;P;6131
6018;Deputado José Afonso;Deputado José Afonso (Paranavaí);87726000;PR;0;D;6420
6019;Despique;Despique (São José dos Pinhais);83158000;PR;0;P;6656
6021;Dez de Maio;Dez de Maio (Toledo);85920000;PR;0;D;6770
6023;Diamante d'Oeste;Diamante d'Oeste;85896000;PR;0;M;0
6024;Diamante do Norte;Diamante do Norte;87990000;PR;0;M;0
6025;Diamante do Sul;Diamante do Sul;85408000;PR;0;M;0
6026;Doce Grande;Doce Grande (Quitandinha);83843000;PR;0;D;6509
6027;Dois Irmãos;Dois Irmãos (São João);85571000;PR;0;D;6633
6028;Dois Irmãos;Dois Irmãos (Toledo);85923000;PR;0;D;6770
6029;Dois Marcos;Dois Marcos (Toledo);85926550;PR;0;P;6770
6030;Dois Vizinhos;Dois Vizinhos;85660000;PR;0;M;0
6031;Dom Rodrigo;Dom Rodrigo (Campo Largo);83649650;PR;0;P;5911
6032;Dorizon;Dorizon (Mallet);84574000;PR;0;D;6279
6033;Douradina;Douradina;87485000;PR;0;M;0
6034;Doutor Antônio Paranhos;Doutor Antônio Paranhos (São Jorge do Oeste);85579000;PR;0;D;6646
6035;Doutor Camargo;Doutor Camargo;87155000;PR;0;M;0
6036;Doutor Ernesto;Doutor Ernesto (Toledo);85926500;PR;0;P;6770
6037;Doutor Oliveira Castro;Doutor Oliveira Castro (Guaíra);85985000;PR;0;D;6115
6038;Doutor Ulysses;Doutor Ulysses;83590000;PR;0;M;0
6039;Eduardo Xavier da Silva;Eduardo Xavier da Silva (Jaguariaíva);84210000;PR;0;D;6212
6040;Emboguaçu;Emboguaçu (Paranaguá);83251250;PR;0;P;6418
6041;Emboque;Emboque (Piraquara);83319600;PR;0;P;6460
6042;Emboque;Emboque (São José dos Pinhais);83150000;PR;0;P;6656
6043;Encantado d'Oeste;Encantado d'Oeste (Assis Chateaubriand);85936000;PR;0;D;5797
6044;Encruzilhada;Encruzilhada (Guarapuava);85138900;PR;0;P;6131
6045;Encruzilhada;Encruzilhada (Pato Branco);85514900;PR;0;P;6427
6046;Enéas Marques;Enéas Marques;85630000;PR;0;M;0
6047;Engenheiro Beltrão;Engenheiro Beltrão;87270000;PR;0;M;0
6048;Entre Rios;Entre Rios (Guarapuava);85108000;PR;0;D;6131
6049;Entre Rios do Oeste;Entre Rios do Oeste;85988000;PR;0;M;0
6050;Esperança do Norte;Esperança do Norte (Alvorada do Sul);86155000;PR;0;D;5763
6051;Esperança Nova;Esperança Nova;87545000;PR;0;M;0
6052;Espigão Alto do Iguaçu;Espigão Alto do Iguaçu;85465000;PR;0;M;0
6053;Espírito Santo;Espírito Santo (Londrina);86106000;PR;0;P;6268
6054;Estação General Lúcio;Estação General Lúcio (Araucária);83729500;PR;0;P;5789
6055;Estação Roça Nova;Estação Roça Nova (Piraquara);83319000;PR;0;P;6460
6056;Europa;Europa (Paranaguá);83251400;PR;0;P;6418
6057;Euzébio de Oliveira;Euzébio de Oliveira (Ibaiti);84912000;PR;0;D;6147
6058;Faisqueira;Faisqueira (Telêmaco Borba);84279800;PR;0;P;6754
6059;Farol;Farol;87325000;PR;0;M;0
6060;Faxina;Faxina (São José dos Pinhais);83163000;PR;0;P;6656
6061;Faxinal;Faxinal;86840000;PR;0;M;0
6062;Faxinal do Céu;Faxinal do Céu (Pinhão);85180000;PR;0;D;6454
6063;Faxinal dos Elias;Faxinal dos Elias (Guarapuava);85124000;PR;0;P;6131
6064;Faxinal Santa Cruz;Faxinal Santa Cruz (Ponta Grossa);84128600;PR;0;P;6471
6065;Fazenda do Brigadeiro;Fazenda do Brigadeiro (Cascavel);85824850;PR;0;P;5941
6066;Fazenda dos Barbosas;Fazenda dos Barbosas (Guarapuava);85137200;PR;0;P;6131
6067;Fazenda Jangada;Fazenda Jangada (Cascavel);85824800;PR;0;P;5941
6068;Fazenda Rio Grande;Fazenda Rio Grande;83820000;PR;0;M;0
6069;Fazenda Salmo 23;Fazenda Salmo 23 (Umuarama);87523700;PR;0;P;6794
6070;Fazendinha;Fazendinha (Francisco Beltrão);85609700;PR;0;P;6094
6071;Felpudo;Felpudo (Campo Largo);83649700;PR;0;P;5911
6072;Fênix;Fênix;86950000;PR;0;M;0
6073;Fernandes Pinheiro;Fernandes Pinheiro;84535000;PR;0;M;0
6074;Fernão Dias;Fernão Dias (Munhoz de Melo);86765000;PR;0;D;6342
6075;Ferraria;Ferraria (Campo Largo);83644000;PR;0;D;5911
6076;Ferreiras;Ferreiras (Ponta Grossa);84125700;PR;0;P;6471
6077;Figueira;Figueira;84285000;PR;0;M;0
6078;Figueira do Oeste;Figueira do Oeste (Engenheiro Beltrão);87277000;PR;0;D;6047
6079;Fiusas;Fiusas (Guarapuava);85123000;PR;0;P;6131
6080;Flor da Serra;Flor da Serra (Serranópolis do Iguaçu);85886000;PR;0;D;6722
6081;Flor da Serra do Sul;Flor da Serra do Sul;85618000;PR;0;M;0
6082;Floraí;Floraí;87185000;PR;0;M;0
6083;Floresta;Floresta;87120000;PR;0;M;0
6084;Florestópolis;Florestópolis;86165000;PR;0;M;0
6085;Floriano;Floriano (Maringá);87105000;PR;0;D;6308
6086;Flórida;Flórida;86780000;PR;0;M;0
6087;Florópolis;Florópolis (Paranacity);87668000;PR;0;D;6416
6088;Fluviópolis;Fluviópolis (São Mateus do Sul);83930000;PR;0;D;6674
6089;Formigone;Formigone (Umuarama);87523300;PR;0;P;6794
6090;Formosa do Oeste;Formosa do Oeste;85830000;PR;0;M;0
6091;Foz do Iguaçu;Foz do Iguaçu;;PR;1;M;0
6092;Foz do Jordão;Foz do Jordão;85145000;PR;0;M;0
6093;Francisco Alves;Francisco Alves;87570000;PR;0;M;0
6094;Francisco Beltrão;Francisco Beltrão;;PR;1;M;0
6095;Francisco Frederico Teixeira Guimarães;Francisco Frederico Teixeira Guimarães (Palmas);85556000;PR;0;D;6401
6096;Frei Timóteo;Frei Timóteo (Jataizinho);86215000;PR;0;D;6226
6097;Fueros;Fueros (Guarapuava);85116000;PR;0;P;6131
6098;Fundão;Fundão (Castro);84194900;PR;0;P;5942
6099;Gamadinho;Gamadinho (Cascavel);85824600;PR;0;P;5941
6100;Gamela;Gamela (São José dos Pinhais);83156000;PR;0;P;6656
6101;Gaúcha;Gaúcha (Francisco Beltrão);85609500;PR;0;P;6094
6102;Gavião;Gavião (Laranjeiras do Sul);85325000;PR;0;P;6257
6103;Gavião;Gavião (Salto do Lontra);85678000;PR;0;D;6566
6104;General Carneiro;General Carneiro;84660000;PR;0;M;0
6105;General Osório;General Osório (Toledo);85927550;PR;0;P;6770
6106;Geremia Lunardelli;Geremia Lunardelli (Nova Cantu);87333000;PR;0;D;6361
6107;Godoy Moreira;Godoy Moreira;86938000;PR;0;M;0
6108;Goioerê;Goioerê;87360000;PR;0;M;0
6109;Goioxim;Goioxim;85162000;PR;0;M;0
6110;Góis;Góis (Guarapuava);85103000;PR;0;P;6131
6111;Gonçalves Júnior;Gonçalves Júnior (Irati);84507000;PR;0;D;6178
6112;Graciosa;Graciosa (Paranavaí);87722000;PR;0;D;6420
6113;Grandes Rios;Grandes Rios;86845000;PR;0;M;0
6114;Guaiporã;Guaiporã (Cafezal do Sul);87567000;PR;0;D;5889
6115;Guaíra;Guaíra;85980000;PR;0;M;0
6116;Guairaçá;Guairaçá;87880000;PR;0;M;0
6117;Guairaçá;Guairaçá (Guarapuava);85113000;PR;0;D;6131
6118;Guairaçá;Guairaçá (Londrina);86114000;PR;0;P;6268
6119;Guajuvira;Guajuvira (Araucária);83725000;PR;0;D;5789
6120;Guamiranga;Guamiranga;84435000;PR;0;M;0
6121;Guamirim;Guamirim (Irati);84510000;PR;0;D;6178
6122;Guapirama;Guapirama;86465000;PR;0;M;0
6123;Guaporé;Guaporé (Guaraniaçu);85407000;PR;0;D;6130
6124;Guaporema;Guaporema;87810000;PR;0;M;0
6125;Guará;Guará (Guarapuava);85110000;PR;0;D;6131
6126;Guaraci;Guaraci;86620000;PR;0;M;0
6127;Guaragi;Guaragi (Ponta Grossa);84120000;PR;0;D;6471
6128;Guaraituba;Guaraituba (Colombo);83418000;PR;0;D;5964
6129;Guarani;Guarani (Nova Laranjeiras);85380000;PR;0;D;6367
6130;Guaraniaçu;Guaraniaçu;85400000;PR;0;M;0
6131;Guarapuava;Guarapuava;;PR;1;M;0
6132;Guarapuavinha;Guarapuavinha (Francisco Beltrão);85609150;PR;0;P;6094
6133;Guaraqueçaba;Guaraqueçaba;83390000;PR;0;M;0
6134;Guararema;Guararema (Castro);84193300;PR;0;P;5942
6135;Guaratuba;Guaratuba;83280000;PR;0;M;0
6136;Guaraúna;Guaraúna (Teixeira Soares);84534000;PR;0;D;6753
6137;Guaravera;Guaravera (Londrina);86120000;PR;0;D;6268
6138;Guardamoria;Guardamoria (Telêmaco Borba);84277800;PR;0;P;6754
6139;Harmonia;Harmonia (Telêmaco Borba);84275000;PR;0;P;6754
6140;Herculândia;Herculândia (Ivaté);87527000;PR;0;D;6198
6141;Herval Grande;Herval Grande (Laranjeiras do Sul);85326000;PR;0;P;6257
6142;Herveira;Herveira (Campina da Lagoa);87348000;PR;0;D;5902
6143;Herveira;Herveira (Nova Laranjeiras);85360000;PR;0;D;6367
6144;Hidrelétrica Itaipu;Hidrelétrica Itaipu (Foz do Iguaçu);85873000;PR;0;P;6091
6145;Honório Serpa;Honório Serpa;85548000;PR;0;M;0
6146;Iarama;Iarama (Umuarama);87523600;PR;0;P;6794
6147;Ibaiti;Ibaiti;84900000;PR;0;M;0
6148;Ibema;Ibema;85478000;PR;0;M;0
6149;Ibiaci;Ibiaci (Primeiro de Maio);86143000;PR;0;D;6496
6150;Ibiporã;Ibiporã;86200000;PR;0;M;0
6151;Içara;Içara (Astorga);86744000;PR;0;D;5798
6152;Icaraíma;Icaraíma;87530000;PR;0;M;0
6153;Icatu;Icatu (Querência do Norte);87935000;PR;0;D;6506
6154;Igrejinha;Igrejinha (Guarapuava);85127000;PR;0;P;6131
6155;Iguaraçu;Iguaraçu;86750000;PR;0;M;0
6156;Iguatemi;Iguatemi (Maringá);87103000;PR;0;D;6308
6157;Iguatu;Iguatu;85423000;PR;0;M;0
6158;Iguiporã;Iguiporã (Marechal Cândido Rondon);85972000;PR;0;D;6297
6159;Ilha do Mel;Ilha do Mel (Paranaguá);83251000;PR;0;P;6418
6160;Ilha dos Valadares;Ilha dos Valadares (Paranaguá);83252000;PR;0;P;6418
6161;Imbaú;Imbaú;84250000;PR;0;M;0
6162;Imbauzinho;Imbauzinho (Telêmaco Borba);84279300;PR;0;P;6754
6163;Imbituva;Imbituva;84430000;PR;0;M;0
6164;Inácio Martins;Inácio Martins;85155000;PR;0;M;0
6165;Inajá;Inajá;87670000;PR;0;M;0
6166;Independência;Independência (Pato Branco);85514600;PR;0;P;6427
6167;Indianópolis;Indianópolis;87210000;PR;0;M;0
6168;Inspetor Carvalho;Inspetor Carvalho (São José dos Pinhais);83155000;PR;0;P;6656
6169;Invernada;Invernada (Castro);84197900;PR;0;P;5942
6170;Invernadinha;Invernadinha (Guarapuava);85129000;PR;0;P;6131
6171;Iolópolis;Iolópolis (São Jorge do Oeste);85578000;PR;0;D;6646
6172;Ipiranga;Ipiranga;84450000;PR;0;M;0
6173;Ipiranga;Ipiranga (Araucária);83729300;PR;0;P;5789
6174;Ipiranga;Ipiranga (Toledo);85926750;PR;0;P;6770
6175;Iporã;Iporã;87560000;PR;0;M;0
6176;Iracema do Oeste;Iracema do Oeste;85833000;PR;0;M;0
6177;Irapuan;Irapuan (Quinta do Sol);87267000;PR;0;D;6507
6178;Irati;Irati;84500000;PR;0;M;0
6179;Irerê;Irerê (Londrina);86115000;PR;0;D;6268
6180;Iretama;Iretama;87280000;PR;0;M;0
6181;Itaguajé;Itaguajé;86670000;PR;0;M;0
6182;Itaiacoca;Itaiacoca (Ponta Grossa);84110000;PR;0;D;6471
6183;Itaipulândia;Itaipulândia;85880000;PR;0;M;0
6184;Itambaracá;Itambaracá;86375000;PR;0;M;0
6185;Itambé;Itambé;87175000;PR;0;M;0
6186;Itambé;Itambé (Campo Largo);83649150;PR;0;P;5911
6187;Itapanhacanga;Itapanhacanga (Castro);84196900;PR;0;P;5942
6188;Itapara;Itapara (Irati);84515000;PR;0;D;6178
6189;Itapejara d'Oeste;Itapejara d'Oeste;85580000;PR;0;M;0
6190;Itaperuçu;Itaperuçu;83560000;PR;0;M;0
6191;Itaqui;Itaqui (Campo Largo);83649800;PR;0;P;5911
6192;Itaúna do Sul;Itaúna do Sul;87980000;PR;0;M;0
6193;Itinga;Itinga (Paranaguá);83251350;PR;0;P;6418
6194;Ivaí;Ivaí;84460000;PR;0;M;0
6195;Ivailândia;Ivailândia (Engenheiro Beltrão);87275000;PR;0;D;6047
6196;Ivaiporã;Ivaiporã;86870000;PR;0;M;0
6197;Ivaitinga;Ivaitinga (Nova Esperança);87620000;PR;0;D;6364
6198;Ivaté;Ivaté;87525000;PR;0;M;0
6199;Ivatuba;Ivatuba;87130000;PR;0;M;0
6200;Jaborandi;Jaborandi (Umuarama);87523400;PR;0;P;6794
6201;Jaboti;Jaboti;84930000;PR;0;M;0
6202;Jaboticabal;Jaboticabal (Ponta Grossa);84128000;PR;0;P;6471
6203;Jaburu;Jaburu (Ponta Grossa);84126500;PR;0;P;6471
6204;Jacaré;Jacaré (Francisco Beltrão);85609450;PR;0;P;6094
6205;Jacarezinho;Jacarezinho;86400000;PR;0;M;0
6206;Jaciaba;Jaciaba (Prudentópolis);84420000;PR;0;D;6498
6207;Jacutinga;Jacutinga (Francisco Beltrão);85607000;PR;0;D;6094
6208;Jacutinga;Jacutinga (Goioxim);85164000;PR;0;D;6109
6209;Jacutinga;Jacutinga (Ivaiporã);86878000;PR;0;D;6196
6210;Jacutinga;Jacutinga (Santa Izabel do Oeste);85653000;PR;0;D;6580
6211;Jaguapitã;Jaguapitã;86610000;PR;0;M;0
6212;Jaguariaíva;Jaguariaíva;84200000;PR;0;M;0
6213;Jandaia do Sul;Jandaia do Sul;86900000;PR;0;M;0
6214;Jangada;Jangada (Cafezal do Sul);87569000;PR;0;D;5889
6215;Jangada do Sul;Jangada do Sul (General Carneiro);84664000;PR;0;D;6104
6216;Janiópolis;Janiópolis;87380000;PR;0;M;0
6217;Japira;Japira;84920000;PR;0;M;0
6218;Japurá;Japurá;87225000;PR;0;M;0
6219;Jaracatiá;Jaracatiá (Goioerê);87364000;PR;0;D;6108
6220;Jardim;Jardim (Londrina);86107000;PR;0;P;6268
6221;Jardim Alegre;Jardim Alegre;86860000;PR;0;M;0
6222;Jardim Olinda;Jardim Olinda;87690000;PR;0;M;0
6223;Jardim Paredão;Jardim Paredão (Altônia);87552000;PR;0;D;5761
6225;Jardinópolis;Jardinópolis (Leópolis);86335000;PR;0;D;6261
6226;Jataizinho;Jataizinho;86210000;PR;0;M;0
6227;Javacaé;Javacaé (Campo Largo);83649400;PR;0;P;5911
6228;Jesuítas;Jesuítas;85835000;PR;0;M;0
6229;Joá;Joá (Joaquim Távora);86457000;PR;0;D;6230
6230;Joaquim Távora;Joaquim Távora;86455000;PR;0;M;0
6231;Jordãozinho;Jordãozinho (Guarapuava);85138600;PR;0;P;6131
6232;José Lacerda;José Lacerda (Reserva);84330000;PR;0;D;6518
6233;Juciara;Juciara (Kaloré);86923000;PR;0;D;6238
6234;Jundiaí do Sul;Jundiaí do Sul;86470000;PR;0;M;0
6235;Juranda;Juranda;87355000;PR;0;M;0
6236;Jussara;Jussara;87230000;PR;0;M;0
6237;Juvinópolis;Juvinópolis (Cascavel);85821000;PR;0;D;5941
6238;Kaloré;Kaloré;86920000;PR;0;M;0
6239;km 30;km 30 (Telêmaco Borba);84279100;PR;0;P;6754
6240;Lagoa;Lagoa (Castro);84193100;PR;0;P;5942
