Codigo;Descricao;Descricao_B;CEP;UF;SITUACAO;TIPO_LOCALIDADE;LOC_NU_SEQUENCIAL_SUB
864;Nazaré;Nazaré;44400000;BA;0;M;0
865;Nilo Peçanha;Nilo Peçanha;45440000;BA;0;M;0
866;Nordestina;Nordestina;48870000;BA;0;M;0
867;Nova Alegria;Nova Alegria (Itamaraju);45838500;BA;0;D;702
868;Nova Brasília;Nova Brasília (Ribeirão do Largo);45156000;BA;0;D;971
869;Nova Canaã;Nova Canaã;45270000;BA;0;M;0
870;Nova Fátima;Nova Fátima;44642000;BA;0;M;0
871;Nova Ibiá;Nova Ibiá;45452000;BA;0;M;0
872;Nova Itaipê;Nova Itaipê (Planaltino);45380000;BA;0;D;933
873;Nova Itarana;Nova Itarana;45390000;BA;0;M;0
874;Nova Lídice;Nova Lídice (Medeiros Neto);45965000;BA;0;D;831
875;Nova Redenção;Nova Redenção;46835000;BA;0;M;0
876;Nova Soure;Nova Soure;48460000;BA;0;M;0
877;Nova Viçosa;Nova Viçosa;45920000;BA;0;M;0
878;Novo Acre;Novo Acre (Iramaia);46775000;BA;0;D;674
879;Novo Horizonte;Novo Horizonte;46730000;BA;0;M;0
880;Novo Triunfo;Novo Triunfo;48455000;BA;0;M;0
881;Núcleo Residencial Pilar;Núcleo Residencial Pilar (Jaguarari);48967000;BA;0;P;742
882;Nuguaçu;Nuguaçu (Mirangaba);44747000;BA;0;D;839
883;Olhos D'Água do Seco;Olhos D'Água do Seco (Ibitiara);46715000;BA;0;D;637
884;Olhos D'Água do Serafim;Olhos D'Água do Serafim (Novo Horizonte);46735000;BA;0;D;879
885;Olindina;Olindina;48470000;BA;0;M;0
886;Oliveira dos Brejinhos;Oliveira dos Brejinhos;47530000;BA;0;M;0
887;Olivença;Olivença (Ilhéus);45668000;BA;0;D;659
888;Onha;Onha (Muniz Ferreira);44578000;BA;0;D;857
889;Oriente Novo;Oriente Novo (Jequié);45210000;BA;0;D;749
890;Ouricana;Ouricana (Canavieiras);45863000;BA;0;D;486
891;Ouriçangas;Ouriçangas;48150000;BA;0;M;0
892;Ouricuri do Ouro;Ouricuri do Ouro (Brotas de Macaúbas);47565000;BA;0;D;442
893;Ourolândia;Ourolândia;44718000;BA;0;M;0
894;Outeiro Redondo;Outeiro Redondo (São Félix);44365000;BA;0;D;1012
895;Paiol;Paiol (Jacaraci);46320000;BA;0;D;735
896;Pajeú do Vento;Pajeú do Vento (Caetité);46402000;BA;0;D;461
897;Palame;Palame (Esplanada);48380000;BA;0;D;577
898;Palmas de Monte Alto;Palmas de Monte Alto;46460000;BA;0;M;0
899;Palmeiras;Palmeiras;46930000;BA;0;M;0
900;Parafuso;Parafuso (Camaçari);42849000;BA;0;P;473
901;Paramirim;Paramirim;46190000;BA;0;M;0
902;Parateca;Parateca (Malhada);46443000;BA;0;D;805
903;Paratinga;Paratinga;47500000;BA;0;M;0
904;Paripiranga;Paripiranga;48430000;BA;0;M;0
905;Pataíba;Pataíba (Água Fria);48175000;BA;0;D;339
906;Patamuté;Patamuté (Curaçá);48945000;BA;0;D;559
907;Pau a Pique;Pau a Pique (Casa Nova);47320000;BA;0;D;511
908;Pau Brasil;Pau Brasil;45890000;BA;0;M;0
909;Paulo Afonso;Paulo Afonso;;BA;1;M;0
910;Pé de Serra;Pé de Serra;44655000;BA;0;M;0
911;Pedrão;Pedrão;48140000;BA;0;M;0
912;Pedras Altas do Mirim;Pedras Altas do Mirim (Capim Grosso);44697000;BA;0;D;499
913;Pedro Alexandre;Pedro Alexandre;48580000;BA;0;M;0
914;Peixe;Peixe (Campo Alegre de Lourdes);47230000;BA;0;D;478
915;Petim;Petim (Castro Alves);44510000;BA;0;D;513
916;Piabanha;Piabanha (Maraú);45525000;BA;0;D;817
917;Piatã;Piatã;46765000;BA;0;M;0
918;Piçarrão;Piçarrão (Sento Sé);47360000;BA;0;D;1037
919;Pilão Arcado;Pilão Arcado;47240000;BA;0;M;0
920;Pimenteira;Pimenteira (Ilhéus);45672000;BA;0;D;659
921;Pindaí;Pindaí;46360000;BA;0;M;0
922;Pindobaçu;Pindobaçu;44770000;BA;0;M;0
923;Pinhões;Pinhões (Juazeiro);48924000;BA;0;D;759
924;Pintadas;Pintadas;44610000;BA;0;M;0
925;Piragi;Piragi (Itamaraju);45837500;BA;0;D;702
926;Piraí do Norte;Piraí do Norte;45436000;BA;0;M;0
927;Pirajá;Pirajá (Itamaraju);45837000;BA;0;D;702
928;Pirajuia;Pirajuia (Jaguaripe);44486000;BA;0;D;743
929;Piri;Piri (Sento Sé);47355000;BA;0;D;1037
930;Piripá;Piripá;46270000;BA;0;M;0
931;Piritiba;Piritiba;44830000;BA;0;M;0
932;Pituba;Pituba (Gentio do Ouro);47454000;BA;0;D;597
933;Planaltino;Planaltino;45375000;BA;0;M;0
934;Planalto;Planalto;45190000;BA;0;M;0
935;Poço Central;Poço Central (Aurelino Leal);45678000;BA;0;D;379
936;Poço de Fora;Poço de Fora (Curaçá);48940000;BA;0;D;559
937;Poções;Poções;45260000;BA;0;M;0
938;Poços;Poços (Remanso);47210000;BA;0;D;960
939;Pojuca;Pojuca;48120000;BA;0;M;0
940;Polo Petroquímico de Camaçari;Polo Petroquímico de Camaçari (Camaçari);;BA;2;P;473
941;Ponta da Areia;Ponta da Areia (Caravelas);45905000;BA;0;D;505
942;Ponto Novo;Ponto Novo;44755000;BA;0;M;0
943;Porto Novo;Porto Novo (Santana);47710000;BA;0;D;1000
944;Porto Seguro;Porto Seguro;45810000;BA;0;M;0
945;Posto da Mata;Posto da Mata (Nova Viçosa);45928000;BA;0;P;877
946;Potiraguá;Potiraguá;45790000;BA;0;M;0
947;Poxim do Sul;Poxim do Sul (Canavieiras);45862000;BA;0;D;486
948;Prado;Prado;45980000;BA;0;M;0
949;Presidente Dutra;Presidente Dutra;44930000;BA;0;M;0
950;Presidente Jânio Quadros;Presidente Jânio Quadros;46250000;BA;0;M;0
951;Presidente Tancredo Neves;Presidente Tancredo Neves;45416000;BA;0;M;0
952;Prevenido;Prevenido (América Dourada);44912000;BA;0;D;353
953;Quaraçu;Quaraçu (Cândido Sales);45159000;BA;0;D;491
954;Queimadas;Queimadas;48860000;BA;0;M;0
955;Quijingue;Quijingue;48830000;BA;0;M;0
956;Quixabá;Quixabá (Morpará);47585000;BA;0;D;847
957;Quixabeira;Quixabeira;44713000;BA;0;M;0
958;Rafael Jambeiro;Rafael Jambeiro;44520000;BA;0;M;0
959;Recife;Recife (Jussara);44927000;BA;0;D;766
960;Remanso;Remanso;47200000;BA;0;M;0
961;Remédios;Remédios (Novo Horizonte);46738000;BA;0;D;879
962;Retirolândia;Retirolândia;48750000;BA;0;M;0
963;Riachão das Neves;Riachão das Neves;47970000;BA;0;M;0
964;Riachão do Jacuípe;Riachão do Jacuípe;44640000;BA;0;M;0
965;Riachão do Utinga;Riachão do Utinga (Utinga);46815000;BA;0;D;1100
966;Riacho da Guia;Riacho da Guia (Alagoinhas);48105000;BA;0;D;342
967;Riacho de Santana;Riacho de Santana;46470000;BA;0;M;0
968;Riacho Seco;Riacho Seco (Curaçá);48933000;BA;0;D;559
969;Ribeira do Amparo;Ribeira do Amparo;48440000;BA;0;M;0
970;Ribeira do Pombal;Ribeira do Pombal;48400000;BA;0;M;0
971;Ribeirão do Largo;Ribeirão do Largo;45155000;BA;0;M;0
972;Ribeirão do Salto;Ribeirão do Salto (Itarantim);45785000;BA;0;D;723
973;Rio da Dona;Rio da Dona (Conceição do Almeida);44548000;BA;0;D;534
974;Rio de Contas;Rio de Contas;46170000;BA;0;M;0
975;Rio do Antônio;Rio do Antônio;46220000;BA;0;M;0
976;Rio do Braço;Rio do Braço (Ilhéus);45666000;BA;0;D;659
977;Rio do Meio;Rio do Meio (Itororó);45712000;BA;0;D;729
978;Rio do Pires;Rio do Pires;46550000;BA;0;M;0
979;Rio Fundo;Rio Fundo (Terra Nova);44275000;BA;0;D;1082
980;Rio Real;Rio Real;48330000;BA;0;M;0
981;Rodelas;Rodelas;48630000;BA;0;M;0
982;Ruy Barbosa;Ruy Barbosa;46800000;BA;0;M;0
983;Saldanha;Saldanha (Pilão Arcado);47250000;BA;0;D;919
984;Salgadália;Salgadália (Conceição do Coité);48740000;BA;0;D;535
985;Salinas da Margarida;Salinas da Margarida;44450000;BA;0;M;0
986;Salobrinho;Salobrinho (Ilhéus);45662000;BA;0;P;659
987;Salobro;Salobro (Canarana);44892000;BA;0;D;484
988;Salvador;Salvador;;BA;1;M;0
989;Sambaíba;Sambaíba (Itapicuru);48476000;BA;0;D;716
990;Santa Bárbara;Santa Bárbara;44150000;BA;0;M;0
991;Santa Brígida;Santa Brígida;48570000;BA;0;M;0
992;Santa Cruz Cabrália;Santa Cruz Cabrália;45807000;BA;0;M;0
993;Santa Cruz da Vitória;Santa Cruz da Vitória;45725000;BA;0;M;0
994;Santa Inês;Santa Inês;45320000;BA;0;M;0
995;Santa Luzia;Santa Luzia;45865000;BA;0;M;0
996;Santa Maria da Vitória;Santa Maria da Vitória;47640000;BA;0;M;0
997;Santa Rita de Cássia;Santa Rita de Cássia;47150000;BA;0;M;0
998;Santa Terezinha;Santa Terezinha;44590000;BA;0;M;0
999;Santaluz;Santaluz;48880000;BA;0;M;0
1000;Santana;Santana;47700000;BA;0;M;0
1001;Santana do Sobrado;Santana do Sobrado (Casa Nova);47310000;BA;0;D;511
1002;Santanópolis;Santanópolis;44260000;BA;0;M;0
1003;Santiago do Iguapé;Santiago do Iguapé (Cachoeira);44310000;BA;0;D;455
1004;Santo Amaro;Santo Amaro;44200000;BA;0;M;0
1005;Santo Antônio de Barcelona;Santo Antônio de Barcelona (Caravelas);45915000;BA;0;D;505
1006;Santo Antônio de Jesus;Santo Antônio de Jesus;;BA;1;M;0
1007;Santo Estevão;Santo Estevão;44190000;BA;0;M;0
1008;Santo Inácio;Santo Inácio (Gentio do Ouro);47490000;BA;0;D;597
1009;São Desidério;São Desidério;47820000;BA;0;M;0
1010;São Domingos;São Domingos;48895000;BA;0;M;0
1011;São Felipe;São Felipe;44550000;BA;0;M;0
1012;São Félix;São Félix;44360000;BA;0;M;0
1013;São Félix do Coribe;São Félix do Coribe;47665000;BA;0;M;0
1014;São Francisco do Conde;São Francisco do Conde;43900000;BA;0;M;0
1015;São Gabriel;São Gabriel;44915000;BA;0;M;0
1016;São Gonçalo dos Campos;São Gonçalo dos Campos;44330000;BA;0;M;0
1017;São João da Fortaleza;São João da Fortaleza (Cícero Dantas);48413000;BA;0;D;526
1018;São João da Vitória;São João da Vitória (Vitória da Conquista);45111000;BA;0;P;1116
1019;São José da Vitória;São José da Vitória;45620000;BA;0;M;0
1020;São José do Colônia;São José do Colônia (Itambé);45142000;BA;0;D;704
1021;São José do Jacuípe;São José do Jacuípe;44698000;BA;0;M;0
1022;São José do Prado;São José do Prado (Vereda);45958000;BA;0;D;1114
1023;São José do Rio Grande;São José do Rio Grande (Riachão das Neves);47975000;BA;0;D;963
1024;São Miguel das Matas;São Miguel das Matas;44580000;BA;0;M;0
1025;São Paulinho;São Paulinho (Itamaraju);45839000;BA;0;D;702
1026;São Roque do Paraguaçu;São Roque do Paraguaçu (Maragogipe);44428000;BA;0;D;815
1027;São Sebastião do Passe;São Sebastião do Passe;43850000;BA;0;M;0
1028;São Timóteo;São Timóteo (Livramento de Nossa Senhora);46145000;BA;0;D;793
1029;Sapeaçu;Sapeaçu;44530000;BA;0;M;0
1030;Sátiro Dias;Sátiro Dias;48485000;BA;0;M;0
1031;Saubara;Saubara;44220000;BA;0;M;0
1032;Saudável;Saudável (Brotas de Macaúbas);47570000;BA;0;D;442
1033;Saúde;Saúde;44740000;BA;0;M;0
1034;Seabra;Seabra;46900000;BA;0;M;0
1035;Sebastião Laranjeiras;Sebastião Laranjeiras;46450000;BA;0;M;0
1036;Senhor do Bonfim;Senhor do Bonfim;48970000;BA;0;M;0
1037;Sento Sé;Sento Sé;47350000;BA;0;M;0
1038;Sergi;Sergi (São Gonçalo dos Campos);44335000;BA;0;D;1016
1039;Serra da Canabrava;Serra da Canabrava (Uauá);48953000;BA;0;D;1088
1040;Serra do Ramalho;Serra do Ramalho;47630000;BA;0;M;0
1041;Serra Dourada;Serra Dourada;47740000;BA;0;M;0
1042;Serra Grande;Serra Grande (Cícero Dantas);48414000;BA;0;D;526
1043;Serra Grande;Serra Grande (Valença);45414000;BA;0;D;1102
1044;Serra Preta;Serra Preta;44660000;BA;0;M;0
1045;Serrinha;Serrinha;48700000;BA;0;M;0
1046;Serrolândia;Serrolândia;44710000;BA;0;M;0
1047;Simões Filho;Simões Filho;43700000;BA;0;M;0
1048;Sítio da Baraúna;Sítio da Baraúna (Andorinha);48993000;BA;0;D;357
1049;Sítio do Mato;Sítio do Mato;47610000;BA;0;M;0
1050;Sítio do Meio;Sítio do Meio (Castro Alves);44508000;BA;0;D;513
1051;Sítio do Quinto;Sítio do Quinto;48565000;BA;0;M;0
1052;Sítio Grande;Sítio Grande (São Desidério);47825000;BA;0;D;1009
1053;Sítio Novo;Sítio Novo (Catu);48115000;BA;0;D;519
1054;Soares;Soares (América Dourada);44913000;BA;0;D;353
1055;Sobradinho;Sobradinho;48925000;BA;0;M;0
1056;Souto Soares;Souto Soares;46990000;BA;0;M;0
1057;Subaúma;Subaúma (Entre Rios);48190000;BA;0;D;575
1058;Sussuarana;Sussuarana (Tanhaçu);46605000;BA;0;D;1064
1059;Tabocas do Brejo Velho;Tabocas do Brejo Velho;47760000;BA;0;M;0
1060;Taboleiro do Castro;Taboleiro do Castro (Varzedo);44568000;BA;0;D;1110
1061;Taboquinhas;Taboquinhas (Itacaré);45534000;BA;0;D;684
1062;Taguá;Taguá (Cotegipe);47930000;BA;0;D;549
1063;Tamburil;Tamburil (Morro do Chapéu);44862000;BA;0;D;851
1064;Tanhaçu;Tanhaçu;46600000;BA;0;M;0
1065;Tanque Novo;Tanque Novo;46580000;BA;0;M;0
1066;Tanquinho;Tanquinho;44160000;BA;0;M;0
1067;Tanquinho do Poço;Tanquinho do Poço (Andorinha);48994000;BA;0;D;357
1068;Taperoá;Taperoá;45430000;BA;0;M;0
1069;Tapiraípe;Tapiraípe (Ruy Barbosa);46804000;BA;0;D;982
1070;Tapirama;Tapirama (Gongogi);45543000;BA;0;D;600
1071;Tapiramutá;Tapiramutá;44840000;BA;0;M;0
1072;Tapiranga;Tapiranga (Miguel Calmon);44723000;BA;0;D;832
1073;Tapúia;Tapúia (Camamu);45449000;BA;0;D;474
1074;Taquarendi;Taquarendi (Mirangaba);44748000;BA;0;D;839
1075;Taquarinha;Taquarinha (Mucuri);45935000;BA;0;D;854
1076;Tartaruga;Tartaruga (Milagres);45318000;BA;0;D;833
1077;Tauapé;Tauapé (Licínio de Almeida);46335000;BA;0;D;791
1078;Teixeira de Freitas;Teixeira de Freitas;;BA;1;M;0
1079;Teodoro Sampaio;Teodoro Sampaio;44280000;BA;0;M;0
1080;Teofilândia;Teofilândia;48770000;BA;0;M;0
1081;Teolândia;Teolândia;45465000;BA;0;M;0
1082;Terra Nova;Terra Nova;44270000;BA;0;M;0
1083;Tijuaçú;Tijuaçú (Senhor do Bonfim);48980000;BA;0;D;1036
1084;Tiquaruçu;Tiquaruçu (Feira de Santana);44140000;BA;0;D;582
1085;Tremedal;Tremedal;45170000;BA;0;M;0
1086;Triunfo do Sincorá;Triunfo do Sincorá (Barra da Estiva);46660000;BA;0;D;395
1087;Tucano;Tucano;48790000;BA;0;M;0
1088;Uauá;Uauá;48950000;BA;0;M;0
1089;Ubaíra;Ubaíra;45310000;BA;0;M;0
1090;Ubaitaba;Ubaitaba;45545000;BA;0;M;0
1091;Ubatã;Ubatã;45550000;BA;0;M;0
1092;Ubiracaba;Ubiracaba (Brumado);46105000;BA;0;D;443
1093;Ubiraitá;Ubiraitá (Andaraí);46833000;BA;0;D;356
1094;Uibaí;Uibaí;44950000;BA;0;M;0
1095;Umburanas;Umburanas;44798000;BA;0;M;0
1096;Umbuzeiro;Umbuzeiro (Olindina);48474000;BA;0;D;885
1097;Una;Una;45690000;BA;0;M;0
1098;Urandi;Urandi;46350000;BA;0;M;0
1099;Uruçuca;Uruçuca;45680000;BA;0;M;0
1100;Utinga;Utinga;46810000;BA;0;M;0
1101;Vale Verde;Vale Verde (Porto Seguro);45817000;BA;0;D;944
1102;Valença;Valença;45400000;BA;0;M;0
1103;Valente;Valente;48890000;BA;0;M;0
1104;Várzea da Roça;Várzea da Roça;44635000;BA;0;M;0
1105;Várzea do Caldas;Várzea do Caldas (Seabra);46910000;BA;0;D;1034
1106;Várzea do Cerco;Várzea do Cerco (Mulungu do Morro);44888000;BA;0;D;855
1107;Várzea do Poço;Várzea do Poço;44715000;BA;0;M;0
1108;Várzea Nova;Várzea Nova;44690000;BA;0;M;0
1109;Várzeas;Várzeas (Baianópolis);47840000;BA;0;D;380
1110;Varzedo;Varzedo;44565000;BA;0;M;0
1111;Velha Boipeba;Velha Boipeba (Cairu);45426000;BA;0;D;465
1112;Ventura;Ventura (Morro do Chapéu);44875000;BA;0;D;851
1113;Vera Cruz;Vera Cruz;44470000;BA;0;M;0
1114;Vereda;Vereda;45955000;BA;0;M;0
1115;Vila do Café;Vila do Café (Encruzilhada);45153000;BA;0;D;572
1116;Vitória da Conquista;Vitória da Conquista;;BA;1;M;0
1117;Volta Grande;Volta Grande (Tapiramutá);44845000;BA;0;D;1071
1118;Wagner;Wagner;46970000;BA;0;M;0
1119;Wanderley;Wanderley;47940000;BA;0;M;0
1120;Wenceslau Guimarães;Wenceslau Guimarães;45460000;BA;0;M;0
1121;Xique-Xique;Xique-Xique;47400000;BA;0;M;0
1122;Abaiara;Abaiara;63240000;CE;0;M;0
1123;Abílio Martins;Abílio Martins (Ipu);62252000;CE;0;P;1404
1124;Acarape;Acarape;62785000;CE;0;M;0
1125;Acaraú;Acaraú;62580000;CE;0;M;0
1126;Acopiara;Acopiara;63560000;CE;0;M;0
1127;Adrianópolis;Adrianópolis (Granja);62435000;CE;0;D;1362
1128;Água Verde;Água Verde (Guaiúba);61895000;CE;0;D;1365
1129;Aguaí;Aguaí (Itapagé);62602000;CE;0;D;1419
1130;Aiuá;Aiuá (Massapê);62143000;CE;0;D;1496
1131;Aiuaba;Aiuaba;63575000;CE;0;M;0
1132;Alagoinha;Alagoinha (Araripe);63174000;CE;0;D;1169
1133;Alagoinha;Alagoinha (Paraipaba);62686000;CE;0;D;1578
1134;Alcântaras;Alcântaras;62120000;CE;0;M;0
1135;Algodões;Algodões (Quiterianópolis);63655000;CE;0;D;1635
1136;Almofala;Almofala (Itarema);62592000;CE;0;D;1425
1137;Altaneira;Altaneira;63195000;CE;0;M;0
1138;Alto Santo;Alto Santo;62970000;CE;0;M;0
1139;Amanaiara;Amanaiara (Reriutaba);62263000;CE;0;D;1644
1140;Amanari;Amanari (Maranguape);61965000;CE;0;D;1488
1141;Amaniutuba;Amaniutuba (Lavras da Mangabeira);63306000;CE;0;D;1468
1142;Amarelas;Amarelas (Camocim);62405000;CE;0;D;1247
1143;Amaro;Amaro (Assaré);63144000;CE;0;D;1180
1144;América;América (Ipueiras);62240000;CE;0;D;1405
1145;Amontada;Amontada;62540000;CE;0;M;0
1146;Anauá;Anauá (Mauriti);63217000;CE;0;D;1500
1147;Aningás;Aningás (Horizonte);62882000;CE;0;D;1377
1148;Anjinhos;Anjinhos (Santana do Cariri);63193000;CE;0;D;1667
1149;Antonina do Norte;Antonina do Norte;63570000;CE;0;M;0
1150;Antônio Bezerra;Antônio Bezerra (Fortaleza);;CE;2;D;1347
1151;Antônio Diogo;Antônio Diogo (Redenção);62791000;CE;0;D;1643
1152;Antônio Marques;Antônio Marques (Maranguape);61990000;CE;0;D;1488
1153;Aprazível;Aprazível (Sobral);62114000;CE;0;D;1722
1154;Apuiarés;Apuiarés;62630000;CE;0;M;0
1155;Aquinópolis;Aquinópolis (Jaguaribe);63479000;CE;0;D;1434
1156;Aquiraz;Aquiraz;61700000;CE;0;M;0
1157;Araçás;Araçás (Paracuru);62682000;CE;0;D;1577
1158;Aracati;Aracati;62800000;CE;0;M;0
1159;Aracatiaçu;Aracatiaçu (Sobral);62111000;CE;0;D;1722
1160;Aracatiara;Aracatiara (Amontada);62548000;CE;0;D;1145
1161;Aracoiaba;Aracoiaba;62750000;CE;0;M;0
1162;Arajara;Arajara (Barbalha);63183000;CE;0;D;1190
1163;Aranaú;Aranaú (Acaraú);62585000;CE;0;D;1125
1164;Arapá;Arapá (Tianguá);62328000;CE;0;D;1742
1165;Arapari;Arapari (Itapipoca);62508000;CE;0;D;1422
1166;Araporanga;Araporanga (Santana do Cariri);63194000;CE;0;D;1667
1167;Araquém;Araquém (Coreaú);62165000;CE;0;D;1298
1168;Ararendá;Ararendá;62210000;CE;0;M;0
1169;Araripe;Araripe;63170000;CE;0;M;0
1170;Arariús;Arariús (Cariré);62186000;CE;0;D;1265
1171;Aratama;Aratama (Assaré);63143000;CE;0;D;1180
1172;Araticum;Araticum (Ubajara);62352000;CE;0;D;1756
1173;Aratuba;Aratuba;62762000;CE;0;M;0
1174;Areial;Areial (Santa Quitéria);62290000;CE;0;D;1662
1175;Ariscos dos Marianos;Ariscos dos Marianos (Ocara);62759000;CE;0;D;1553
1176;Arneiroz;Arneiroz;63670000;CE;0;M;0
1177;Aroeiras;Aroeiras (Coreaú);62163000;CE;0;D;1298
1178;Arrojado;Arrojado (Lavras da Mangabeira);63305000;CE;0;D;1468
1179;Aruaru;Aruaru (Morada Nova);62951000;CE;0;D;1526
1180;Assaré;Assaré;63140000;CE;0;M;0
1181;Assunção;Assunção (Itapipoca);62505000;CE;0;D;1422
1182;Assunção;Assunção (Solonópole);63625000;CE;0;D;1724
1183;Aurora;Aurora;63360000;CE;0;M;0
1184;Baixa Grande;Baixa Grande (Itapagé);62605000;CE;0;D;1419
1185;Baixio;Baixio;63320000;CE;0;M;0
1186;Baixio da Donana;Baixio da Donana (Jucás);63582000;CE;0;D;1453
1187;Banabuiú;Banabuiú;63960000;CE;0;M;0
1188;Bandeira;Bandeira (Itatira);62723000;CE;0;D;1426
1189;Barão de Aquiraz;Barão de Aquiraz (Campos Sales);63153000;CE;0;D;1250
1190;Barbalha;Barbalha;63180000;CE;0;M;0
1191;Barra;Barra (Aiuaba);63578000;CE;0;D;1131
1192;Barra;Barra (Fortim);62816000;CE;0;D;1348
1193;Barra;Barra (Iguatu);63506000;CE;0;D;1396
1194;Barra do Sotero;Barra do Sotero (Croatá);62393000;CE;0;D;1304
1195;Barra Nova;Barra Nova (Tauá);63667000;CE;0;D;1740
1196;Barreira;Barreira;62795000;CE;0;M;0
1197;Barreira dos Vianas;Barreira dos Vianas (Aracati);62802000;CE;0;D;1158
1198;Barreiras;Barreiras (Iguatu);63508000;CE;0;D;1396
1199;Barreiros;Barreiros (Monsenhor Tabosa);63785000;CE;0;D;1519
1200;Barreiros;Barreiros (Potengi);63163000;CE;0;D;1624
1201;Barreiros;Barreiros (São Benedito);62374000;CE;0;D;1676
1202;Barrento;Barrento (Itapipoca);62515000;CE;0;D;1422
1203;Barro;Barro;63380000;CE;0;M;0
1204;Barro Alto;Barro Alto (Iguatu);63509000;CE;0;D;1396
1205;Barroquinha;Barroquinha;62410000;CE;0;M;0
1206;Baturité;Baturité;62760000;CE;0;M;0
1207;Baú;Baú (Iguatu);63512000;CE;0;D;1396
1208;Beberibe;Beberibe;62840000;CE;0;M;0
1209;Bela Cruz;Bela Cruz;62570000;CE;0;M;0
1210;Bela Vista;Bela Vista (Itapipoca);62510000;CE;0;D;1422
1211;Betânia;Betânia (Croatá);62392000;CE;0;D;1304
1212;Betânia;Betânia (Hidrolândia);62273000;CE;0;D;1375
1213;Betânia;Betânia (Solonópole);63623000;CE;0;D;1724
1214;Bitupitá;Bitupitá (Barroquinha);62414000;CE;0;D;1205
1215;Bixopa;Bixopa (Limoeiro do Norte);62935000;CE;0;D;1470
1216;Boa Água;Boa Água (Morada Nova);62953000;CE;0;D;1526
1217;Boa Esperança;Boa Esperança (Tamboril);63770000;CE;0;D;1733
1218;Boa Viagem;Boa Viagem;63870000;CE;0;M;0
1219;Boa Vista;Boa Vista (Mombaça);63615000;CE;0;D;1516
1220;Boa Vista;Boa Vista (Paraipaba);62687000;CE;0;D;1578
1221;Boa Vista do Caxitoré;Boa Vista do Caxitoré (Irauçuba);62623000;CE;0;D;1411
1222;Bonfim;Bonfim (Senador Pompeu);63601000;CE;0;D;1710
1223;Bonfim;Bonfim (Sobral);62102000;CE;0;D;1722
1224;Bonhu;Bonhu (Russas);62905000;CE;0;D;1651
1225;Bonito;Bonito (Canindé);62705000;CE;0;D;1256
1226;Borges;Borges (Jaguaruana);62835000;CE;0;D;1435
1227;Brejinho;Brejinho (Araripe);63176000;CE;0;D;1169
1228;Brejo Grande;Brejo Grande (Santana do Cariri);63192000;CE;0;D;1667
1229;Brejo Santo;Brejo Santo;63260000;CE;0;M;0
1230;Brotas;Brotas (Miraíma);62533000;CE;0;D;1510
1231;Buritizal;Buritizal (Poranga);62227000;CE;0;D;1621
1232;Buritizinho;Buritizinho (Mauriti);63213000;CE;0;D;1500
1233;Cabreiro;Cabreiro (Aracati);62806000;CE;0;D;1158
1234;Cachoeira;Cachoeira (Itatira);62728000;CE;0;D;1426
1235;Cachoeira Grande;Cachoeira Grande (Poranga);62228000;CE;0;D;1621
1236;Caiçara;Caiçara (Cruz);62597000;CE;0;D;1308
1237;Caiçarinha;Caiçarinha (Choró);63957000;CE;0;D;1290
1238;Caio Prado;Caio Prado (Itapiúna);62742000;CE;0;D;1423
1239;Caioca;Caioca (Sobral);62109000;CE;0;D;1722
1240;Caipu;Caipu (Cariús);63538000;CE;0;D;1267
1241;Calabaça;Calabaça (Várzea Alegre);63545000;CE;0;D;1769
1242;Caldeirão;Caldeirão (Salitre);63157000;CE;0;D;1656
1243;Califórnia;Califórnia (Quixadá);63920000;CE;0;D;1636
1244;Camará;Camará (Aquiraz);61753000;CE;0;D;1156
1245;Camboas;Camboas (Paraipaba);62688000;CE;0;D;1578
1246;Camilos;Camilos (Meruoca);62132000;CE;0;D;1502
1247;Camocim;Camocim;62400000;CE;0;M;0
1248;Campanário;Campanário (Uruoca);62468000;CE;0;D;1765
1249;Campestre;Campestre (Fortim);62817000;CE;0;D;1348
1250;Campos Sales;Campos Sales;63150000;CE;0;M;0
1251;Canaan;Canaan (Trairi);62692000;CE;0;D;1746
1252;Canafistula;Canafistula (Apuiarés);62638000;CE;0;D;1154
1253;Canafistula;Canafistula (Jucás);63583000;CE;0;D;1453
1254;Cangati;Cangati (Mombaça);63612000;CE;0;D;1516
1255;Cangati;Cangati (Solonópole);63624000;CE;0;D;1724
1256;Canindé;Canindé;62700000;CE;0;M;0
1257;Canindezinho;Canindezinho (Nova Russas);62203000;CE;0;D;1548
1258;Canindezinho;Canindezinho (Potiretama);62995000;CE;0;D;1626
1259;Canindezinho;Canindezinho (Várzea Alegre);63555000;CE;0;D;1769
1260;Capistrano;Capistrano;62748000;CE;0;M;0
1261;Caponga;Caponga (Cascavel);62852000;CE;0;D;1278
1262;Caponga da Bernarda;Caponga da Bernarda (Aquiraz);61754000;CE;0;D;1156
1263;Caracará;Caracará (Sobral);62112000;CE;0;D;1722
1264;Caridade;Caridade;62730000;CE;0;M;0
1265;Cariré;Cariré;62184000;CE;0;M;0
1266;Caririaçu;Caririaçu;63220000;CE;0;M;0
1267;Cariús;Cariús;63530000;CE;0;M;0
1268;Cariutaba;Cariutaba (Farias Brito);63189000;CE;0;D;1338
1269;Carmelópolis;Carmelópolis (Campos Sales);63151000;CE;0;D;1250
1270;Carnaubal;Carnaubal;62375000;CE;0;M;0
1271;Carnaúbas;Carnaúbas (Mombaça);63616000;CE;0;D;1516
